Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
Serious Sam Classics: Revolution,2014-04-30,3.5,['PC'],"['Action', 'Indie']",['Steam'],"['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Classic', 'Comedy', 'Co-op', 'Difficult', 'Early Access', 'First-Person', 'FPS', 'Gore', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Split Screen', 'cooperative', 'stats', 'exclusive', 'true exclusive']"
Crash Bandicoot 2: Cortex Strikes Back,1997-11-01,4.29,"['Android', 'PlayStation', 'PS Vita', 'PlayStation 3', 'PSP']","['Action', 'Adventure']",['PlayStation Store'],"['Singleplayer', 'exclusive']"
SPORE,2008-09-04,3.97,['PC'],"['Simulation', 'Family']",['Steam'],"['Aliens', 'Comedy', 'Exploration', 'Family Friendly', 'Funny', 'God Game', 'Multiplayer', 'Open World', 'RPG', 'RTS', 'Sandbox', 'Science', 'Sci-fi', 'Singleplayer', 'Space']"
Tom Clancy’s Splinter Cell Blacklist,2013-08-20,4.03,"['PC', 'Wii U', 'Xbox 360', 'PlayStation 3']",['Action'],['Steam'],['cooperative']
Gris,2018-12-13,4.26,"['PlayStation 4', 'PC', 'iOS', 'macOS', 'Nintendo Switch']","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Steam']","['2D', 'Full controller support', 'Atmospheric', 'Cute', 'Drama', 'Female Protagonist', 'Relaxing', 'Singleplayer', 'relaxation']"
Sacred 2 Gold,2009-11-08,3.27,['PC'],"['Action', 'RPG']","['Steam', 'GOG']","['Action RPG', 'Atmospheric', 'Character Customization', 'Co-op', 'Fantasy', 'Female Protagonist', 'Hack and Slash', 'Isometric', 'Loot', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'cooperative', 'role-playing']"
Tiny and Big: Grandpa's Leftovers,2012-06-18,3.0,"['macOS', 'PC', 'Linux']","['Action', 'Adventure', 'Arcade', 'Indie', 'Platformer']","['itch.io', 'Steam', 'GOG']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Comedy', 'Funny', 'Great Soundtrack', 'Physics', 'Short', 'Singleplayer', 'Third Person', 'comic', 'radio', 'tiny', 'big', 'hook', 'illustrative', 'jump-and-change', 'laser', 'pants', 'underpants', 'steam-trading-cards', 'stats']"
Battlefield Hardline,2015-03-17,3.19,"['PlayStation 3', 'PC', 'Xbox 360', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter']","['Xbox 360 Store', 'Xbox Store', 'PlayStation Store']","['Blood', 'Crime', 'Heist', 'Multiplayer', 'Story', 'police']"
Space Engineers,2013-10-23,3.53,"['Xbox One', 'PC']","['Action', 'Strategy', 'Simulation', 'Indie']","['Xbox Store', 'Steam']","['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Steam Workshop', 'Building', 'Co-op', 'Crafting', 'Destruction', 'Early Access', 'Futuristic', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Survival', 'cooperative']"
Worms Battlegrounds,2014-05-30,3.19,"['Xbox One', 'PlayStation 4']",['Strategy'],"['PlayStation Store', 'Xbox Store']","['Destruction', 'Multiplayer', 'Physics', 'online', 'Traps', 'friends', 'death', 'worms', 'side-view']"
Into the Breach,2018-02-26,4.31,"['PC', 'Nintendo Switch', 'macOS']","['RPG', 'Strategy', 'Simulation', 'Indie']","['Epic Games', 'GOG', 'Nintendo Store', 'Steam']","['Board Game', 'Isometric', 'Mechs', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Turn-Based Strategy', 'role-playing', 'Roguelike']"
Lucius,2012-10-25,2.89,['PC'],"['Action', 'Adventure', 'Indie']","['Steam', 'GOG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Difficult', 'Funny', 'Gore', 'Horror', 'Mature', 'Nudity', 'Open World', 'Point & Click', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Villain Protagonist', 'steam-trading-cards']"
Sid Meier's Civilization IV: Colonization,2008-09-22,3.66,"['PC', 'macOS', 'iOS']","['Strategy', 'Simulation', 'Educational']","['App Store', 'Steam']","['4X', 'Historical', 'Moddable', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy']"
Worms Armageddon,1999-01-29,4.28,"['PC', 'Nintendo 64', 'Game Boy Color', 'PlayStation', 'Dreamcast']",['Strategy'],"['GOG', 'Steam']","[""1990's"", '2D', 'Classic', 'Comedy', 'Co-op', 'Funny', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer', 'Split Screen', 'Turn-Based', 'Turn-Based Strategy', 'cooperative']"
Civilization IV: Beyond the Sword,2007-06-24,3.8,"['PC', 'macOS']",['Strategy'],['Steam'],"['4X', 'Education', 'Grand Strategy', 'Historical', 'Moddable', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy']"
Thief 3: Deadly Shadows,2004-05-24,3.72,['PC'],"['Action', 'Simulation']","['Steam', 'GOG']","['Atmospheric', 'Classic', 'Dark', 'Dark Fantasy', 'Fantasy', 'First-Person', 'Horror', 'Medieval', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Third Person', 'Immersive Sim']"
Crazy Taxi (1999),1999-01-01,3.81,"['Dreamcast', 'GameCube', 'iOS', 'Android', 'Xbox 360', 'PC', 'PlayStation 2', 'PlayStation 3']","['Action', 'Racing', 'Arcade']","['App Store', 'PlayStation Store', 'Google Play', 'Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Classic', 'Driving', 'Great Soundtrack', 'Open World', 'Singleplayer']"
Kathy Rain,2016-05-05,2.75,"['iOS', 'PC', 'macOS', 'Android']","['Adventure', 'Indie', 'Puzzle']","['App Store', 'Google Play', 'GOG', 'Steam']","['2D', 'Steam Achievements', 'Atmospheric', 'Detective', 'Female Protagonist', 'Mystery', 'Narration', 'Pixel Graphics', 'Point & Click', 'Retro', 'Singleplayer', 'Story Rich', 'Supernatural', 'achievements', 'steam-trading-cards']"
Tyranny,2016-11-10,4.12,"['macOS', 'Linux', 'PC']",['RPG'],['Steam'],"['Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Choices Matter', 'CRPG', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Nudity', 'Open World', 'Real-Time with Pause', 'RPG', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Villain Protagonist', 'steam-trading-cards']"
Crash Bandicoot N. Sane Trilogy,2017-06-30,4.13,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Action'],"['Steam', 'Xbox Store', 'Nintendo Store', 'PlayStation Store']","[""1990's"", '3D Platformer', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cartoony', 'Classic', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Family Friendly', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Horror', 'Remake', 'Retro', 'Singleplayer', 'Souls-like', 'steam-trading-cards']"
Wasteland,1988-01-01,2.84,"['macOS', 'iOS', 'Linux', 'Commodore / Amiga', 'Apple II', 'Classic Macintosh', 'PC']","['Adventure', 'RPG', 'Strategy', 'Indie']","['App Store', 'GOG', 'Steam']","['1980s', '2D', 'Steam Cloud', 'Classic', 'CRPG', 'Pixel Graphics', 'Post-apocalyptic', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Turn-Based', 'role-playing']"
The Secret of Monkey Island: Special Edition,2009-07-15,4.27,"['PC', 'macOS', 'Xbox 360']","['Adventure', 'Family']","['App Store', 'Xbox 360 Store', 'Steam']","[""1990's"", '2D', 'Full controller support', 'Steam Cloud', 'Classic', 'Comedy', 'Funny', 'Great Soundtrack', 'Pirates', 'Pixel Graphics', 'Point & Click', 'Remake', 'Retro', 'Singleplayer', 'Story Rich', 'Third Person']"
Need for Speed: Most Wanted - A Criterion Game,2012-10-30,3.37,"['iOS', 'Android', 'Xbox 360', 'PS Vita', 'Wii U', 'PC', 'PlayStation 3']","['Action', 'Racing', 'Arcade']","['App Store', 'Google Play', 'Nintendo Store', 'PlayStation Store', 'Xbox 360 Store']","['escape', 'race', 'car', 'beach', 'cars', 'city', 'police', 'speed']"
Beyond Divinity,2004-04-26,3.31,"['PC', 'macOS']","['Action', 'RPG']","['Steam', 'GOG']","['Action RPG', 'Atmospheric', 'Classic', 'Fantasy', 'Hack and Slash', 'Isometric', 'RPG', 'Singleplayer', 'role-playing']"
METAL SLUG 3,2000-03-22,3.92,"['iOS', 'Android', 'PC', 'Wii', 'PlayStation 3', 'PS Vita', 'PlayStation 4', 'Xbox 360']","['Action', 'Arcade', 'Casual', 'Fighting']","['PlayStation Store', 'Google Play', 'App Store', 'Xbox 360 Store', 'GOG', 'Nintendo Store', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Comedy', 'Co-op', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Retro', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'achievements', 'controller support', 'overlay', 'cloud saves', 'leaderboards', 'cooperative', 'steam-trading-cards']"
Deus Ex: The Fall,2013-07-10,2.63,"['PC', 'Android', 'iOS']","['Action', 'Adventure', 'RPG']","['App Store', 'Google Play', 'Steam']","['Full controller support', 'Steam Achievements', 'Atmospheric', 'Cyberpunk', 'Dystopian', 'Episodic', 'First-Person', 'FPS', 'RPG', 'Sci-fi', 'Short', 'Singleplayer', 'Stealth', 'Transhumanism', 'steam-trading-cards']"
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-25,3.49,"['Linux', 'macOS', 'PC', 'Xbox 360', 'Wii U', 'PlayStation 4', 'PS Vita', 'PlayStation 3']","['Action', 'Adventure', 'Arcade', 'Indie', 'Platformer']","['Nintendo Store', 'GOG', 'Steam', 'PlayStation Store']","['2.5D', '2D', 'Full controller support', 'Steam Cloud', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Great Soundtrack', 'Music', 'Rhythm', 'Runner', 'Score Attack', 'Side Scroller', 'Singleplayer', 'controller support', 'steam-trading-cards']"
Civilization IV: Warlords,2006-07-26,3.81,"['PC', 'macOS']",['Strategy'],['Steam'],"['4X', 'Historical', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy']"
Tom Clancy’s The Division 2,2019-03-15,3.86,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter', 'Adventure', 'RPG']","['Epic Games', 'Xbox Store']","['Action-Adventure', 'Partial Controller Support', 'Co-op', 'MMORPG', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Third-Person Shooter']"
Mini Ninjas,2009-09-08,3.42,"['PC', 'Xbox 360', 'Wii', 'PlayStation 3', 'Nintendo DS', 'macOS']","['Action', 'Adventure', 'Family']","['App Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store']","['3D Platformer', 'Controller', 'Cute', 'Family Friendly', 'Funny', 'Multiplayer', 'Ninja', 'Open World', 'Singleplayer', 'Stealth', 'Third Person']"
Gun Monkeys,2013-06-28,1.99,"['PC', 'macOS']","['Action', 'Casual', 'Indie']",['Steam'],"['Cross-Platform Multiplayer', 'Local Multiplayer', 'Multiplayer', 'steam-trading-cards']"
Commandos 2: Men of Courage,2001-09-20,4.17,"['PC', 'Xbox', 'PlayStation 2']",['Action'],['Steam'],"['Classic', 'Co-op', 'Difficult', 'Isometric', 'Military', 'Multiplayer', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Stealth', 'Tactical', 'World War II', 'cooperative']"
The Last Remnant,2008-01-01,3.38,"['PC', 'Xbox 360']","['RPG', 'Strategy']","['Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Controller', 'Difficult', 'Fantasy', 'Great Soundtrack', 'JRPG', 'Open World', 'RPG', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics']"
Teslagrad,2013-12-12,3.35,"['Android', 'iOS', 'Linux', 'PC', 'macOS', 'Xbox One', 'Wii U', 'PS Vita', 'PlayStation 4', 'PlayStation 3', 'Nintendo Switch']","['Action', 'Adventure', 'Family', 'Indie', 'Puzzle', 'Platformer']","['Google Play', 'App Store', 'Nintendo Store', 'GOG', 'Steam', 'PlayStation Store', 'Xbox Store']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Exploration', 'Hand-drawn', 'Metroidvania', 'Physics', 'Puzzle-Platformer', 'Singleplayer', 'Steampunk', 'controller support', 'puzzles', 'steam-trading-cards']"
Empire: Total War,2009-03-03,3.78,"['PC', 'macOS', 'Linux']",['Strategy'],['Steam'],"['America', 'Steam Achievements', 'Atmospheric', 'Classic', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Military', 'Multiplayer', 'Naval', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'War', 'steam-trading-cards', 'stats']"
Rebel Galaxy,2015-10-19,3.02,"['PC', 'macOS', 'Xbox One', 'PlayStation 4']","['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']","['PlayStation Store', 'Epic Games', 'GOG', 'Steam', 'Xbox Store']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Third Person', 'Trading', 'achievements', 'overlay']"
Chaos on Deponia,2012-10-12,4.18,"['Linux', 'macOS', 'PC', 'iOS', 'Xbox One', 'PlayStation 4']","['Adventure', 'RPG', 'Indie']","['App Store', 'PlayStation Store', 'Xbox Store', 'GOG', 'Steam']","['2D', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Dark Humor', 'Dystopian', 'Funny', 'Hand-drawn', 'Point & Click', 'Sci-fi', 'Singleplayer', 'achievements', 'steam-trading-cards']"
Swords and Soldiers HD,2010-12-02,2.71,"['PC', 'macOS']","['Action', 'Strategy', 'Casual', 'Indie']",['Steam'],"['2D', 'Steam Achievements', 'Steam Leaderboards', 'Valve Anti-Cheat enabled', 'Cartoony', 'Multiplayer', 'Side Scroller', 'Singleplayer', 'Tower Defense']"
STAR WARS Empire at War - Gold Pack,2010-05-25,3.75,['PC'],['Strategy'],"['GOG', 'Steam']","['4X', 'Steam Cloud', 'Atmospheric', 'Classic', 'Co-op', 'Grand Strategy', 'Great Soundtrack', 'Mod', 'Moddable', 'Multiplayer', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'Star Wars', 'Tactical', 'War', 'cooperative']"
LEGO Batman 2 DC Super Heroes,2012-06-19,3.62,"['Android', 'iOS', 'PC', 'macOS', 'Nintendo 3DS', 'PlayStation 3', 'PS Vita', 'Nintendo DS', 'Wii', 'Wii U', 'Xbox 360']","['Action', 'Adventure', 'Family']","['Epic Games', 'PlayStation Store', 'App Store', 'Xbox 360 Store', 'GOG', 'Nintendo Store', 'Steam', 'Google Play']","['Full controller support', 'Batman', 'Comedy', 'Controller', 'Co-op', 'Family Friendly', 'Funny', 'LEGO', 'Local Co-Op', 'Multiplayer', 'Open World', 'Singleplayer', 'Split Screen', 'Superhero', 'cooperative']"
God of War II,2007-03-13,4.38,"['PlayStation 3', 'PlayStation 2', 'PS Vita']","['Action', 'Adventure']",['PlayStation Store'],"['Mythology', 'War', 'Story', 'quick', 'god', 'murder', 'history', 'numbers', 'console', 'santa']"
POSTAL,1997-11-14,3.07,"['Linux', 'PC', 'macOS']","['Action', 'Indie']",['Steam'],"[""1990's"", 'Full controller support', 'Steam Achievements', 'Atmospheric', 'Classic', 'Comedy', 'Dark', 'Dark Humor', 'Difficult', 'Gore', 'Horror', 'Isometric', 'Mature', 'Open World', 'Singleplayer', 'Top-Down Shooter', 'Villain Protagonist', 'Violent', 'steam-trading-cards']"
Owlboy,2016-10-31,3.85,"['Linux', 'PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4']","['Action', 'Adventure', 'Indie', 'Platformer']","['PlayStation Store', 'Nintendo Store', 'Xbox Store', 'GOG', 'Steam']","['2D', 'Full controller support', 'Action-Adventure', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Cute', 'Fantasy', 'Flight', 'Funny', 'Great Soundtrack', 'Memes', 'Metroidvania', 'Open World', 'Pixel Graphics', 'Puzzle-Platformer', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'controller support', 'overlay', 'steam-trading-cards']"
Mercenary Kings,2014-03-25,2.83,"['Linux', 'macOS', 'PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'Adventure', 'RPG', 'Indie']","['Xbox Store', 'Steam', 'PlayStation Store']","['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Co-op', 'Crafting', 'Female Protagonist', 'Kickstarter', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Retro', 'RPG', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']"
The Cave,2013-01-22,3.48,"['macOS', 'PC', 'Android', 'Linux', 'iOS', 'Wii U', 'PlayStation 3', 'Xbox 360']","['Adventure', 'Puzzle']","['Google Play', 'Nintendo Store', 'Steam', 'App Store']","['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Controller', 'Co-op', 'Dark Humor', 'Female Protagonist', 'Funny', 'Local Co-Op', 'Local Multiplayer', 'Point & Click', 'Puzzle-Platformer', 'Side Scroller', 'Singleplayer', 'Split Screen', 'VR', 'cooperative', 'puzzles']"
The Sims 4,2014-09-02,3.7,"['macOS', 'Xbox One', 'PlayStation 4', 'PC']","['Strategy', 'Simulation']","['Xbox Store', 'PlayStation Store']","['3D', 'life', 'build', 'reality-based', 'family-simulator']"
Hexic HD,2008-01-01,2.58,['Xbox 360'],['Puzzle'],['Xbox 360 Store'],"['flower', 'challenge', 'fun']"
Black Desert Online,2014-12-01,3.34,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Massively Multiplayer']","['PlayStation Store', 'Steam', 'Xbox Store']","['In-App Purchases', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Character Customization', 'Co-op', 'Fantasy', 'Female Protagonist', 'Fishing', 'MMORPG', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvP', 'RPG', 'Sandbox', 'Third Person', 'Violent', 'Online multiplayer', 'cooperative', 'mmo', 'steam-trading-cards']"
Portal Knights,2016-02-25,3.07,"['Android', 'iOS', 'PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']","['Action', 'Adventure', 'RPG']","['PlayStation Store', 'App Store', 'Xbox Store', 'Google Play', 'Nintendo Store', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Building', 'Co-op', 'Crafting', 'Cute', 'Dungeon Crawler', 'Early Access', 'Exploration', 'Fantasy', 'Great Soundtrack', 'MMORPG', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Third Person', 'Voxel', 'cooperative', 'role-playing']"
Aliens vs. Predator (2010),2010-02-16,3.51,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Aliens', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Blood', 'Co-op', 'First-Person', 'FPS', 'Gore', 'Horror', 'Hunting', 'Multiplayer', 'Online Co-Op', 'Sci-fi', 'Singleplayer', 'Stealth', 'Survival', 'Survival Horror', 'cooperative', 'stats']"
Spyro Reignited Trilogy,2018-11-13,4.16,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']","['Action', 'Adventure']","['Nintendo Store', 'Steam', 'Xbox Store', 'PlayStation Store']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Colorful', 'Cute', 'Dragons', 'Family Friendly', 'Fantasy', 'Great Soundtrack', 'Remake', 'Singleplayer', 'Masterpiece', 'Steam Trading Cards']"
Banished,2014-02-17,3.83,['PC'],"['Strategy', 'Simulation', 'Indie']","['GOG', 'Steam']","['Steam Achievements', 'Atmospheric', 'Building', 'City Builder', 'Difficult', 'Economy', 'Historical', 'Management', 'Medieval', 'Open World', 'Procedural Generation', 'Relaxing', 'Resource Management', 'RTS', 'Sandbox', 'Singleplayer', 'Survival']"
LittleBigPlanet 2,2011-01-18,3.97,['PlayStation 3'],"['Action', 'Arcade']",['PlayStation Store'],"['exclusive', 'true exclusive']"
State of Decay,2013-06-06,3.56,"['PC', 'Xbox 360']","['Action', 'RPG', 'Simulation']","['Xbox 360 Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Base Building', 'Co-op', 'Exploration', 'Horror', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Zombies', 'cooperative']"
Faeria,2017-03-08,2.96,"['Linux', 'macOS', 'PC', 'iOS', 'Nintendo Switch']","['Strategy', 'Card', 'Massively Multiplayer', 'Indie']","['Nintendo Store', 'Epic Games', 'App Store', 'Steam']","['Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support', 'Board Game', 'Card Game', 'Fantasy', 'Free to Play', 'Hex Grid', 'Multiplayer', 'Singleplayer', 'Survival', 'Trading Card Game', 'Turn-Based', 'Turn-Based Strategy', 'Online multiplayer', 'steam-trading-cards']"
Really Big Sky,2011-06-29,2.48,['PC'],"['Action', 'Indie']",['Steam'],"['2D', 'Partial Controller Support', 'Steam Cloud', 'Bullet Hell', 'Great Soundtrack', 'Local Co-Op', 'Retro', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'Space', 'Split Screen', 'Twin Stick Shooter', 'steam-trading-cards']"
